source_sector,target_sector,source_variable,target_variable,lag,n_obs,f_stat,p_value,df_denom,df_num,status,error_message
SteelMaterials,IndustrialLogistics,sent_SteelMaterials,sent_IndustrialLogistics,5,270,1.3541658785649888,0.24219482312593596,254.0,5,ok,
SteelMaterials,Healthcare,sent_SteelMaterials,sent_Healthcare,1,270,4.10199510415382,0.0438311777867255,266.0,1,ok,
SteelMaterials,Healthcare,sent_SteelMaterials,sent_Healthcare,2,270,2.476372331891766,0.08600551920931462,263.0,2,ok,
SteelMaterials,Healthcare,sent_SteelMaterials,sent_Healthcare,3,270,2.5695994154847988,0.05476712936219602,260.0,3,ok,
SteelMaterials,Healthcare,sent_SteelMaterials,sent_Healthcare,4,270,3.656800126488236,0.006449927116682262,257.0,4,ok,
SteelMaterials,Healthcare,sent_SteelMaterials,sent_Healthcare,5,270,2.9762421191144264,0.012486952573983686,254.0,5,ok,
SteelMaterials,Utilities,sent_SteelMaterials,sent_Utilities,1,270,0.031116285740727754,0.8601154310547252,266.0,1,ok,
SteelMaterials,Utilities,sent_SteelMaterials,sent_Utilities,2,270,0.0301711478764557,0.9702828159012943,263.0,2,ok,
SteelMaterials,Utilities,sent_SteelMaterials,sent_Utilities,3,270,0.07360060019037948,0.9741078925617224,260.0,3,ok,
SteelMaterials,Utilities,sent_SteelMaterials,sent_Utilities,4,270,0.19635890331160483,0.9401448250963919,257.0,4,ok,
SteelMaterials,Utilities,sent_SteelMaterials,sent_Utilities,5,270,0.5343273808471707,0.7501944298468608,254.0,5,ok,
Technology,Banking,sent_Technology,sent_Banking,1,270,0.5403791547778765,0.4629232420763899,266.0,1,ok,
Technology,Banking,sent_Technology,sent_Banking,2,270,0.27919995311871487,0.7566125540371097,263.0,2,ok,
Technology,Banking,sent_Technology,sent_Banking,3,270,0.27554037616337385,0.8430241058197854,260.0,3,ok,
Technology,Banking,sent_Technology,sent_Banking,4,270,0.4062312824967087,0.8040942304554843,257.0,4,ok,
