trade_date,sector_label,article_count,row_count,weighted_article_count,sentiment_mean,sentiment_sum,weighted_sentiment_sum,sentiment_weighted_mean,positive_count,neutral_count,negative_count,positive_weighted_count,neutral_weighted_count,negative_weighted_count
2025-10-29,RealEstate,19,19,15.176190476190477,0.6363636363636364,7.0,3.9761904761904763,0.5540809555408096,8,2,1,4.976190476190476,1.2,1.0
2025-10-29,SteelMaterials,9,9,7.342857142857143,0.6666666666666666,2.0,1.1428571428571428,0.851063829787234,2,1,0,1.1428571428571428,0.2,0.0
2025-10-29,Technology,12,12,7.176190476190476,0.75,6.0,2.9761904761904763,0.7126567844925885,6,2,0,2.9761904761904763,1.2,0.0
2025-10-29,Utilities,11,11,8.142857142857142,1.0,1.0,0.1428571428571428,1.0,1,0,0,0.1428571428571428,0.0,0.0
2025-10-30,Banking,10,10,7.75,1.0,2.0,1.25,1.0,2,0,0,1.25,0.0,0.0
2025-10-30,ConsumerDiscretionary,16,16,14.7,0.6,3.0,3.0,0.7142857142857143,3,2,0,3.0,1.2,0.0
2025-10-30,ConsumerStaples,5,5,3.2,0.5,1.0,1.0,0.8333333333333334,1,1,0,1.0,0.2,0.0
2025-10-30,Energy,9,9,7.5,,,,,0,0,0,0.0,0.0,0.0
2025-10-30,Healthcare,1,1,0.5,,,,,0,0,0,0.0,0.0,0.0
2025-10-30,IndustrialLogistics,9,9,6.283333333333333,0.5,2.0,1.25,0.7009345794392524,2,2,0,1.25,0.5333333333333333,0.0
2025-10-30,RealEstate,25,25,21.45,0.8181818181818182,9.0,7.75,0.8659217877094972,9,2,0,7.75,1.2,0.0
2025-10-30,SteelMaterials,6,6,3.283333333333333,0.2,1.0,-0.25,-0.10948905109489052,2,2,1,0.75,0.5333333333333333,1.0
2025-10-30,Technology,7,7,5.333333333333333,0.25,1.0,1.0,0.30000000000000004,1,3,0,1.0,2.333333333333333,0.0
2025-10-30,Utilities,5,5,4.0,,,,,0,0,0,0.0,0.0,0.0
2025-10-31,Banking,9,9,7.533333333333333,-1.0,-1.0,-0.2,-1.0,0,0,1,0.0,0.0,0.2
2025-10-31,ConsumerDiscretionary,14,14,10.533333333333333,0.0,0.0,0.1333333333333333,0.24999999999999994,1,0,1,0.3333333333333333,0.0,0.2
2025-10-31,ConsumerStaples,12,12,8.866666666666667,-0.25,-1.0,0.4666666666666667,0.1842105263157895,1,1,2,1.0,1.0,0.5333333333333333
2025-10-31,Energy,4,4,4.0,1.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0
2025-10-31,Healthcare,1,1,1.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0
2025-10-31,IndustrialLogistics,8,8,5.533333333333333,0.2,1.0,1.6333333333333333,0.5384615384615384,3,0,2,2.333333333333333,0.0,0.7
2025-10-31,RealEstate,20,20,18.03333333333333,0.6153846153846154,8.0,9.466666666666667,0.8208092485549133,10,1,2,10.0,1.0,0.5333333333333333
2025-10-31,SteelMaterials,10,10,8.666666666666666,1.0,3.0,2.3333333333333335,1.0,3,0,0,2.3333333333333335,0.0,0.0
2025-10-31,Technology,3,3,1.8333333333333333,-0.3333333333333333,-1.0,0.16666666666666674,0.09090909090909095,1,0,2,1.0,0.0,0.8333333333333333
2025-10-31,Utilities,7,7,6.0,1.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0
2025-11-03,Banking,19,19,12.333333333333332,-1.0,-3.0,-1.3333333333333333,-1.0,0,0,3,0.0,0.0,1.3333333333333333
2025-11-03,ConsumerDiscretionary,32,32,25.5,-0.25,-1.0,0.6666666666666667,0.4444444444444446,1,1,2,1.0,0.1666666666666666,0.3333333333333332
2025-11-03,ConsumerStaples,20,20,14.416666666666666,0.25,1.0,0.25,0.10344827586206898,1,3,0,0.25,2.1666666666666665,0.0
2025-11-03,Energy,23,23,20.25,0.4,2.0,1.25,0.29411764705882354,3,1,1,2.25,1.0,1.0
2025-11-03,IndustrialLogistics,12,12,9.5,0.0,0.0,1.6666666666666667,0.6666666666666669,2,1,2,2.0,0.1666666666666666,0.3333333333333332
2025-11-03,RealEstate,31,31,27.0,0.2222222222222222,2.0,3.166666666666667,0.5277777777777778,4,3,2,3.5,2.1666666666666665,0.3333333333333332
2025-11-03,SteelMaterials,17,17,11.75,0.125,1.0,1.9166666666666667,0.4035087719298246,3,3,2,2.25,2.1666666666666665,0.3333333333333332
2025-11-03,Technology,12,12,7.75,0.0,0.0,0.9166666666666667,0.24444444444444446,3,1,3,2.25,0.1666666666666666,1.3333333333333333
2025-11-03,Utilities,24,24,18.5,1.0,1.0,0.5,1.0,1,0,0,0.5,0.0,0.0
2025-11-04,Banking,9,9,6.476190476190476,-1.0,-1.0,-0.1428571428571428,-1.0,0,0,1,0.0,0.0,0.1428571428571428
2025-11-04,ConsumerDiscretionary,19,19,14.642857142857142,0.3333333333333333,1.0,1.8571428571428572,0.8666666666666667,2,0,1,2.0,0.0,0.1428571428571428
2025-11-04,ConsumerStaples,8,8,4.976190476190476,-0.5,-1.0,-0.1428571428571428,-0.22222222222222215,0,1,1,0.0,0.5,0.1428571428571428
2025-11-04,Energy,10,10,8.25,-0.3333333333333333,-1.0,-0.25,-0.1111111111111111,0,2,1,0.0,2.0,0.25
2025-11-04,Healthcare,2,2,2.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0
2025-11-04,IndustrialLogistics,10,10,6.559523809523809,-0.6,-3.0,-0.22619047619047605,-0.10160427807486624,1,0,4,1.0,0.0,1.226190476190476
2025-11-04,RealEstate,17,17,14.226190476190476,-0.375,-3.0,-0.726190476190476,-0.1268191268191268,1,3,4,1.0,3.0,1.726190476190476
2025-11-04,SteelMaterials,8,8,5.892857142857142,0.3333333333333333,2.0,3.607142857142857,0.821138211382114,4,0,2,4.0,0.0,0.3928571428571428
2025-11-04,Technology,3,3,0.976190476190476,-1.0,-3.0,-0.976190476190476,-1.0,0,0,3,0.0,0.0,0.976190476190476
2025-11-04,Utilities,17,17,12.0,0.3333333333333333,1.0,1.0,0.4,1,2,0,1.0,1.5,0.0
2025-11-05,Banking,10,10,6.65,1.0,3.0,0.65,1.0,3,0,0,0.65,0.0,0.0
2025-11-05,ConsumerDiscretionary,17,17,13.9,1.0,2.0,0.4,1.0,2,0,0,0.4,0.0,0.0
2025-11-05,ConsumerStaples,6,6,3.45,1.0,3.0,1.45,1.0,3,0,0,1.45,0.0,0.0
2025-11-05,Energy,8,8,6.7,1.0,1.0,0.2,1.0,1,0,0,0.2,0.0,0.0
2025-11-05,Healthcare,3,3,3.0,1.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0
2025-11-05,IndustrialLogistics,7,7,4.75,1.0,2.0,1.25,1.0,2,0,0,1.25,0.0,0.0
2025-11-05,RealEstate,17,17,13.15,0.7142857142857143,5.0,2.15,0.5180722891566264,6,0,1,3.15,0.0,1.0
2025-11-05,SteelMaterials,6,6,5.0,1.0,1.0,0.5,1.0,1,0,0,0.5,0.0,0.0
2025-11-05,Technology,7,7,5.4,1.0,4.0,2.4,1.0,4,0,0,2.4,0.0,0.0
2025-11-05,Utilities,11,11,9.0,,,,,0,0,0,0.0,0.0,0.0
2025-11-06,Banking,11,11,7.176190476190476,0.0,0.0,0.0,0.0,0,4,0,0.0,1.676190476190476,0.0
2025-11-06,ConsumerDiscretionary,11,11,8.142857142857142,0.0,0.0,0.0,0.0,0,1,0,0.0,0.1428571428571428,0.0
2025-11-06,ConsumerStaples,8,8,5.392857142857142,0.0,0.0,0.0,0.0,0,3,0,0.0,1.3928571428571428,0.0
2025-11-06,Energy,15,15,11.283333333333333,0.4,2.0,2.0,0.718562874251497,2,3,0,2.0,0.7833333333333333,0.0
2025-11-06,Healthcare,1,1,1.0,,,,,0,0,0,0.0,0.0,0.0
2025-11-06,IndustrialLogistics,7,7,5.25,0.0,0.0,0.0,0.0,0,1,0,0.0,0.25,0.0
2025-11-06,RealEstate,16,16,12.676190476190476,0.5555555555555556,5.0,4.5,0.7286044718581343,5,4,0,4.5,1.676190476190476,0.0
2025-11-06,SteelMaterials,5,5,2.3428571428571425,0.3333333333333333,1.0,0.5,0.5932203389830509,1,2,0,0.5,0.3428571428571428,0.0
2025-11-06,Technology,9,9,6.0928571428571425,0.5,3.0,3.0,0.8349900596421472,3,3,0,3.0,0.5928571428571427,0.0
2025-11-06,Utilities,7,7,4.642857142857142,0.0,0.0,0.0,0.0,0,1,0,0.0,0.1428571428571428,0.0
2025-11-07,Banking,12,12,9.5,0.0,0.0,1.5,0.6,2,0,2,2.0,0.0,0.4999999999999999
2025-11-07,ConsumerDiscretionary,18,18,12.366666666666667,-0.16666666666666666,-1.0,1.4666666666666668,0.4835164835164836,2,1,3,2.0,0.5,0.5333333333333332
2025-11-07,ConsumerStaples,5,5,3.333333333333333,-0.3333333333333333,-1.0,0.6666666666666667,0.5000000000000001,1,0,2,1.0,0.0,0.3333333333333332
2025-11-07,Energy,14,14,8.2,-0.4,-2.0,-0.5333333333333333,-0.2857142857142857,1,1,3,0.1666666666666666,1.0,0.7
2025-11-07,Healthcare,2,2,2.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0
2025-11-07,IndustrialLogistics,10,10,7.833333333333333,0.3333333333333333,1.0,1.0,0.7500000000000002,2,0,1,1.1666666666666665,0.0,0.1666666666666666
2025-11-07,RealEstate,17,17,13.033333333333333,0.0,0.0,2.3,0.45695364238410596,4,1,4,3.1666666666666665,1.0,0.8666666666666665
2025-11-07,SteelMaterials,6,6,3.533333333333333,0.0,0.0,0.8,0.5217391304347827,2,0,2,1.1666666666666665,0.0,0.3666666666666666
2025-11-07,Technology,9,9,4.533333333333332,-0.5,-2.0,-0.3666666666666666,-0.5238095238095238,1,0,3,0.1666666666666666,0.0,0.5333333333333332
2025-11-07,Utilities,16,16,11.666666666666666,0.5,1.0,0.1666666666666666,0.24999999999999992,1,1,0,0.1666666666666666,0.5,0.0
2025-11-10,Banking,16,16,10.101190476190476,-1.0,-4.0,-1.101190476190476,-1.0,0,0,4,0.0,0.0,1.101190476190476
2025-11-10,ConsumerDiscretionary,32,32,26.291666666666664,0.2,1.0,2.541666666666667,0.7349397590361447,3,0,2,3.0,0.0,0.4583333333333333
2025-11-10,ConsumerStaples,24,24,15.43452380952381,-0.4,-2.0,0.3988095238095239,0.1898016997167139,1,1,3,1.0,0.5,0.601190476190476
2025-11-10,Energy,21,21,13.351190476190476,-0.8333333333333334,-5.0,-1.351190476190476,-0.729903536977492,0,1,5,0.0,0.5,1.351190476190476
2025-11-10,Healthcare,5,5,4.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,1.0
2025-11-10,IndustrialLogistics,7,7,4.892857142857142,-0.6666666666666666,-2.0,-0.3928571428571428,-0.282051282051282,0,1,2,0.0,1.0,0.3928571428571428
2025-11-10,RealEstate,24,24,19.101190476190474,-0.2,-2.0,0.8988095238095237,0.12657166806370493,4,0,6,4.0,0.0,3.1011904761904763
2025-11-10,SteelMaterials,8,8,5.017857142857142,-0.5,-2.0,0.4821428571428572,0.31764705882352945,1,0,3,1.0,0.0,0.5178571428571428
2025-11-10,Technology,15,15,8.851190476190476,-0.6666666666666666,-4.0,-0.35119047619047605,-0.14936708860759487,1,0,5,1.0,0.0,1.351190476190476
2025-11-10,Utilities,22,22,15.958333333333332,-0.5,-1.0,-0.125,-0.1111111111111111,0,1,1,0.0,1.0,0.125
2025-11-11,Banking,10,10,5.7,-0.3333333333333333,-1.0,-0.2999999999999999,-0.42857142857142844,1,0,2,0.2,0.0,0.4999999999999999
2025-11-11,ConsumerDiscretionary,25,25,18.7,-0.2,-1.0,0.8,0.36363636363636365,2,0,3,1.5,0.0,0.7
2025-11-11,ConsumerStaples,8,8,4.066666666666666,-0.3333333333333333,-1.0,-0.16666666666666657,-0.2941176470588234,1,0,2,0.2,0.0,0.3666666666666666
2025-11-11,Energy,7,7,5.7,0.5,1.0,0.2,0.16666666666666669,1,1,0,0.2,1.0,0.0
2025-11-11,IndustrialLogistics,7,7,4.833333333333334,0.0,0.0,0.6666666666666667,0.5000000000000001,1,0,1,1.0,0.0,0.3333333333333333
2025-11-11,RealEstate,16,16,11.899999999999999,0.125,1.0,2.0,0.45454545454545453,4,1,3,2.7,1.0,0.7
2025-11-11,SteelMaterials,8,8,3.4,-0.5,-2.0,-0.49999999999999994,-0.5555555555555556,1,0,3,0.2,0.0,0.7
2025-11-11,Technology,5,5,2.7,-0.5,-2.0,0.3000000000000001,0.17647058823529418,1,0,3,1.0,0.0,0.7
2025-11-11,Utilities,6,6,5.0,,,,,0,0,0,0.0,0.0,0.0
2025-11-12,Banking,12,12,7.4,0.6666666666666666,2.0,0.4,0.4444444444444445,2,1,0,0.4,0.5,0.0
2025-11-12,ConsumerDiscretionary,20,20,15.4,0.75,3.0,1.4,0.5833333333333334,3,1,0,1.4,1.0,0.0
2025-11-12,ConsumerStaples,9,9,4.1,1.0,5.0,2.1,1.0,5,0,0,2.1,0.0,0.0
2025-11-12,Energy,12,12,9.0,0.5,2.0,1.0,0.4,2,2,0,1.0,1.5,0.0
2025-11-12,IndustrialLogistics,5,5,4.2,1.0,1.0,0.2,1.0,1,0,0,0.2,0.0,0.0
2025-11-12,RealEstate,16,16,12.100000000000001,0.875,7.0,4.1,0.803921568627451,7,1,0,4.1000000000000005,1.0,0.0
2025-11-12,SteelMaterials,8,8,3.6,0.7142857142857143,5.0,2.1,0.6774193548387097,5,2,0,2.1,1.0,0.0
2025-11-12,Technology,3,3,2.2,1.0,2.0,1.2,1.0,2,0,0,1.2,0.0,0.0
2025-11-12,Utilities,13,13,9.0,1.0,1.0,0.5,1.0,1,0,0,0.5,0.0,0.0
2025-11-13,Banking,8,8,5.583333333333333,1.0,1.0,0.25,1.0,1,0,0,0.25,0.0,0.0
2025-11-13,ConsumerDiscretionary,27,27,22.083333333333332,0.4,2.0,0.25,0.09090909090909091,3,1,1,1.25,0.5,1.0
2025-11-13,ConsumerStaples,11,11,7.616666666666666,1.0,7.0,4.283333333333333,1.0,7,0,0,4.283333333333333,0.0,0.0
2025-11-13,Energy,10,10,7.5,0.25,1.0,0.5,0.16666666666666666,2,1,1,1.5,0.5,1.0
2025-11-13,Healthcare,1,1,0.5,,,,,0,0,0,0.0,0.0,0.0
2025-11-13,IndustrialLogistics,11,11,8.7,1.0,3.0,2.2,1.0,3,0,0,2.2,0.0,0.0
2025-11-13,RealEstate,18,18,13.283333333333333,0.7777777777777778,7.0,3.783333333333333,0.654178674351585,8,0,1,4.783333333333333,0.0,1.0
2025-11-13,SteelMaterials,7,7,4.2,0.8,4.0,2.2,0.6875,4,1,0,2.2,1.0,0.0
2025-11-13,Technology,8,8,4.866666666666666,1.0,3.0,1.0333333333333332,1.0,3,0,0,1.0333333333333332,0.0,0.0
2025-11-13,Utilities,14,14,8.666666666666666,1.0,2.0,1.5,1.0,2,0,0,1.5,0.0,0.0
2025-11-14,Banking,8,8,7.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0
2025-11-14,ConsumerDiscretionary,18,18,13.0,0.16666666666666666,1.0,1.3333333333333335,0.380952380952381,2,3,1,1.5,1.8333333333333333,0.1666666666666666
2025-11-14,ConsumerStaples,5,5,2.083333333333333,0.0,0.0,0.9166666666666667,0.4400000000000001,2,1,2,1.3333333333333333,0.3333333333333333,0.41666666666666663
2025-11-14,Energy,9,9,7.0,-0.3333333333333333,-1.0,-0.25,-0.16666666666666666,0,2,1,0.0,1.25,0.25
2025-11-14,Healthcare,1,1,1.0,,,,,0,0,0,0.0,0.0,0.0
2025-11-14,IndustrialLogistics,12,12,10.25,0.625,5.0,5.25,0.7777777777777778,6,1,1,5.5,1.0,0.25
2025-11-14,RealEstate,14,14,11.083333333333332,0.3333333333333333,2.0,2.166666666666667,0.7027027027027027,3,2,1,2.3333333333333335,0.5833333333333333,0.1666666666666666
2025-11-14,SteelMaterials,10,10,6.916666666666666,-0.3333333333333333,-1.0,-0.1666666666666666,-0.18181818181818177,0,2,1,0.0,0.75,0.1666666666666666
2025-11-14,Technology,6,6,3.0,0.0,0.0,0.9166666666666667,0.4583333333333334,2,1,2,1.3333333333333333,0.25,0.41666666666666663
2025-11-14,Utilities,15,15,10.666666666666666,-1.0,-1.0,-0.1666666666666666,-1.0,0,0,1,0.0,0.0,0.1666666666666666
2025-11-17,Banking,13,13,8.642857142857142,0.3333333333333333,1.0,0.1666666666666666,0.2592592592592592,1,2,0,0.1666666666666666,0.4761904761904761,0.0
2025-11-17,ConsumerDiscretionary,53,53,38.87619047619047,0.6190476190476191,13.0,7.866666666666666,0.5955299206921413,13,8,0,7.866666666666666,5.3428571428571425,0.0
2025-11-17,ConsumerStaples,26,26,17.676190476190474,0.4166666666666667,5.0,3.6666666666666665,0.5780780780780781,5,7,0,3.6666666666666665,2.676190476190476,0.0
2025-11-17,Energy,20,20,12.676190476190477,0.25,2.0,1.2,0.358974358974359,2,6,0,1.2,2.142857142857143,0.0
2025-11-17,Healthcare,7,7,5.333333333333333,0.3333333333333333,2.0,2.0,0.4137931034482758,2,4,0,2.0,2.8333333333333335,0.0
2025-11-17,IndustrialLogistics,15,15,10.866666666666665,0.7,7.0,4.866666666666667,0.6919431279620853,7,3,0,4.866666666666666,2.1666666666666665,0.0
2025-11-17,RealEstate,35,35,26.376190476190473,0.5555555555555556,10.0,7.033333333333332,0.5922213311948675,11,6,1,8.033333333333333,2.8428571428571425,1.0
2025-11-17,SteelMaterials,11,11,6.142857142857142,0.42857142857142855,3.0,1.5,0.39375000000000004,3,4,0,1.5,2.3095238095238093,0.0
2025-11-17,Technology,14,14,7.876190476190476,0.6,6.0,3.8666666666666667,0.7929687500000001,6,4,0,3.8666666666666667,1.0095238095238095,0.0
2025-11-17,Utilities,28,28,19.53333333333333,0.5454545454545454,6.0,2.833333333333333,0.46961325966850825,7,3,1,3.8333333333333335,1.2,1.0
2025-11-18,Banking,4,4,3.0,,,,,0,0,0,0.0,0.0,0.0
2025-11-18,ConsumerDiscretionary,21,21,15.25,1.0,6.0,3.7499999999999996,1.0,6,0,0,3.7499999999999996,0.0,0.0
2025-11-18,ConsumerStaples,14,14,8.616666666666667,0.625,5.0,2.6166666666666663,0.511400651465798,5,3,0,2.6166666666666667,2.5,0.0
2025-11-18,Energy,17,17,13.0,0.5,3.0,2.5,0.5,3,3,0,2.5,2.5,0.0
2025-11-18,Healthcare,2,2,2.0,0.5,1.0,1.0,0.5,1,1,0,1.0,1.0,0.0
2025-11-18,IndustrialLogistics,8,8,7.2,0.8333333333333334,5.0,4.2,0.8076923076923077,5,1,0,4.2,1.0,0.0
2025-11-18,RealEstate,20,20,15.45,0.5555555555555556,5.0,1.9499999999999997,0.32773109243697474,7,0,2,3.95,0.0,2.0
2025-11-18,SteelMaterials,8,8,3.9499999999999997,0.7142857142857143,5.0,1.45,0.42028985507246375,5,2,0,1.45,2.0,0.0
2025-11-18,Technology,8,8,4.866666666666666,0.8571428571428571,6.0,3.8666666666666663,0.8854961832061069,6,1,0,3.8666666666666663,0.5,0.0
2025-11-18,Utilities,10,10,5.666666666666666,0.4,2.0,0.6666666666666666,0.21052631578947367,2,3,0,0.6666666666666666,2.5,0.0
2025-11-19,Banking,11,11,6.783333333333333,0.6666666666666666,2.0,1.25,0.8620689655172414,2,1,0,1.25,0.2,0.0
2025-11-19,ConsumerDiscretionary,27,27,21.226190476190474,0.36363636363636365,4.0,3.0,0.4460176991150443,4,7,0,3.0,3.7261904761904763,0.0
2025-11-19,ConsumerStaples,8,8,5.8428571428571425,0.5,2.0,2.0,0.853658536585366,2,2,0,2.0,0.3428571428571428,0.0
2025-11-19,Energy,11,11,5.7595238095238095,0.0,0.0,0.0,0.0,0,6,0,0.0,1.7595238095238093,0.0
2025-11-19,IndustrialLogistics,16,16,13.083333333333332,0.75,6.0,5.25,0.7241379310344828,6,2,0,5.25,2.0,0.0
2025-11-19,RealEstate,14,14,11.092857142857142,0.2222222222222222,2.0,2.0,0.30335861321776814,4,3,2,4.0,0.5928571428571427,2.0
2025-11-19,SteelMaterials,8,8,4.642857142857142,0.6,3.0,2.25,0.8513513513513514,3,2,0,2.25,0.3928571428571428,0.0
2025-11-19,Technology,9,9,4.426190476190476,0.3333333333333333,2.0,0.75,0.309126594700687,2,4,0,0.75,1.676190476190476,0.0
2025-11-19,Utilities,20,20,14.142857142857142,0.16666666666666666,1.0,0.5,0.17796610169491528,1,5,0,0.5,2.3095238095238093,0.0
2025-11-20,Banking,7,7,5.0,-0.6666666666666666,-2.0,-0.5,-0.3333333333333333,0,1,2,0.0,1.0,0.5
2025-11-20,ConsumerDiscretionary,20,20,13.783333333333333,-0.4,-2.0,-0.28333333333333327,-0.15887850467289716,1,1,3,0.5,0.5,0.7833333333333332
2025-11-20,ConsumerStaples,9,9,5.45,-0.16666666666666666,-1.0,0.55,0.15942028985507248,1,3,2,1.0,2.0,0.45
2025-11-20,Energy,9,9,7.5,0.0,0.0,0.0,0.0,1,2,1,1.0,1.5,1.0
2025-11-20,IndustrialLogistics,7,7,5.333333333333333,0.6,3.0,3.666666666666667,0.8461538461538463,4,0,1,4.0,0.0,0.3333333333333333
2025-11-20,RealEstate,19,19,16.0,0.4,4.0,5.0,0.625,7,0,3,6.5,0.0,1.5
2025-11-20,SteelMaterials,9,9,5.533333333333333,-0.125,-1.0,1.9666666666666668,0.4338235294117647,3,1,4,3.0,0.5,1.0333333333333332
2025-11-20,Technology,4,4,2.7,0.0,0.0,0.3,0.1111111111111111,1,2,1,0.5,2.0,0.2
2025-11-20,Utilities,17,17,12.7,0.4,2.0,2.3,0.7187499999999999,3,1,1,2.5,0.5,0.2
2025-11-21,Banking,17,17,14.583333333333332,1.0,1.0,0.25,1.0,1,0,0,0.25,0.0,0.0
2025-11-21,ConsumerDiscretionary,21,21,16.642857142857142,0.8,8.0,5.642857142857142,0.7383177570093458,8,2,0,5.642857142857142,2.0,0.0
2025-11-21,ConsumerStaples,7,7,4.226190476190476,0.5,1.0,0.1428571428571428,0.36363636363636354,1,1,0,0.1428571428571428,0.25,0.0
2025-11-21,Energy,10,10,6.726190476190476,0.5,2.0,1.1428571428571428,0.47761194029850745,2,2,0,1.1428571428571428,1.25,0.0
2025-11-21,IndustrialLogistics,6,6,4.75,0.2,1.0,0.25,0.06666666666666667,2,2,1,1.25,1.5,1.0
2025-11-21,RealEstate,21,21,17.642857142857142,1.0,12.0,9.642857142857142,1.0,12,0,0,9.642857142857142,0.0,0.0
2025-11-21,SteelMaterials,8,8,5.392857142857142,0.75,3.0,1.3928571428571428,0.582089552238806,3,1,0,1.3928571428571428,1.0,0.0
2025-11-21,Technology,12,12,7.642857142857142,0.7142857142857143,5.0,2.892857142857143,0.7941176470588235,5,2,0,2.892857142857143,0.75,0.0
2025-11-21,Utilities,16,16,12.392857142857142,0.45454545454545453,5.0,3.642857142857143,0.4096385542168675,5,6,0,3.642857142857143,5.25,0.0
2025-11-24,Banking,16,16,10.476190476190476,-0.25,-1.0,-0.3333333333333333,-0.16867469879518074,0,3,1,0.0,1.6428571428571428,0.3333333333333333
2025-11-24,ConsumerDiscretionary,39,39,31.892857142857142,0.38461538461538464,5.0,5.666666666666667,0.568019093078759,6,6,1,6.0,3.642857142857143,0.3333333333333333
2025-11-24,ConsumerStaples,19,19,12.559523809523808,0.5,4.0,4.0,0.7194860813704497,4,4,0,4.0,1.5595238095238093,0.0
2025-11-24,Energy,21,21,18.5,0.14285714285714285,1.0,1.0,0.16216216216216217,2,4,1,2.0,3.1666666666666665,1.0
2025-11-24,Healthcare,1,1,1.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0
2025-11-24,IndustrialLogistics,21,21,19.25,0.6,9.0,9.0,0.6206896551724138,9,6,0,9.0,5.5,0.0
2025-11-24,RealEstate,37,37,30.976190476190474,0.47058823529411764,8.0,8.666666666666668,0.6471111111111112,9,7,1,9.0,4.059523809523809,0.3333333333333333
2025-11-24,SteelMaterials,12,12,7.226190476190476,0.125,1.0,1.6666666666666667,0.4281345565749236,2,5,1,2.0,1.5595238095238093,0.3333333333333333
2025-11-24,Technology,7,7,3.3095238095238093,0.0,0.0,1.3333333333333335,0.40287769784172667,2,3,2,2.0,0.6428571428571428,0.6666666666666666
2025-11-24,Utilities,24,24,18.80952380952381,0.2222222222222222,2.0,2.0,0.32122370936902483,2,7,0,2.0,4.226190476190476,0.0
2025-11-25,Banking,8,8,5.583333333333333,0.3333333333333333,1.0,0.25,0.1111111111111111,2,0,1,1.25,0.0,1.0
2025-11-25,ConsumerDiscretionary,20,20,15.116666666666667,0.3333333333333333,3.0,0.9166666666666666,0.1632047477744807,4,4,1,1.9166666666666665,2.7,1.0
2025-11-25,ConsumerStaples,8,8,3.2,0.6666666666666666,4.0,1.6666666666666665,0.704225352112676,4,2,0,1.6666666666666665,0.7,0.0
2025-11-25,Energy,6,6,4.166666666666666,0.3333333333333333,1.0,0.1666666666666666,0.14285714285714282,1,2,0,0.1666666666666666,1.0,0.0
2025-11-25,Healthcare,3,3,3.0,0.6666666666666666,2.0,2.0,0.6666666666666666,2,1,0,2.0,1.0,0.0
2025-11-25,IndustrialLogistics,15,15,12.7,0.3,3.0,2.5,0.2873563218390805,3,7,0,2.5,6.2,0.0
2025-11-25,RealEstate,21,21,16.366666666666667,0.5454545454545454,6.0,3.6666666666666665,0.4977375565610859,6,5,0,3.6666666666666665,3.7,0.0
2025-11-25,SteelMaterials,4,4,1.1666666666666665,0.75,3.0,0.6666666666666666,0.5714285714285715,3,1,0,0.6666666666666666,0.5,0.0
2025-11-25,Technology,6,6,3.7,0.6,3.0,2.1666666666666665,0.6435643564356435,3,2,0,2.1666666666666665,1.2,0.0
2025-11-25,Utilities,5,5,4.0,0.5,1.0,1.0,0.5,1,1,0,1.0,1.0,0.0
2025-11-26,Banking,11,11,6.616666666666666,-0.3333333333333333,-2.0,-0.3666666666666666,-0.17322834645669288,0,4,2,0.0,1.75,0.3666666666666666
2025-11-26,ConsumerDiscretionary,16,16,11.583333333333332,0.5714285714285714,4.0,3.25,0.65,4,3,0,3.25,1.75,0.0
2025-11-26,ConsumerStaples,17,17,9.15,0.2857142857142857,4.0,4.016666666666667,0.5250544662309368,7,4,3,4.583333333333333,2.5,0.5666666666666667
2025-11-26,Energy,9,9,5.5,0.2,1.0,-0.25,-0.1,2,2,1,0.75,0.75,1.0
2025-11-26,Healthcare,2,2,2.0,1.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0
2025-11-26,IndustrialLogistics,15,15,10.7,0.38461538461538464,5.0,5.966666666666667,0.6313932980599648,7,4,2,6.333333333333333,2.75,0.3666666666666666
2025-11-26,RealEstate,30,30,24.816666666666666,0.25,4.0,6.433333333333334,0.5444287729196051,8,4,4,8.0,2.25,1.5666666666666667
2025-11-26,SteelMaterials,11,11,6.233333333333333,-0.2,-1.0,0.6,0.22641509433962265,1,2,2,1.0,1.25,0.4
2025-11-26,Technology,6,6,3.5666666666666664,-0.6,-3.0,-0.5666666666666667,-0.2207792207792208,1,0,4,1.0,0.0,1.5666666666666667
2025-11-26,Utilities,21,21,15.833333333333334,0.5714285714285714,4.0,2.916666666666667,0.6862745098039217,5,1,1,3.083333333333333,1.0,0.1666666666666666
2025-11-27,Banking,10,10,6.9,1.0,3.0,0.9,1.0,3,0,0,0.9,0.0,0.0
2025-11-27,ConsumerDiscretionary,13,13,7.95,0.5,4.0,1.45,0.32584269662921345,4,4,0,1.45,3.0,0.0
2025-11-27,ConsumerStaples,10,10,5.6,1.0,6.0,1.5999999999999999,1.0,6,0,0,1.5999999999999999,0.0,0.0
2025-11-27,Energy,10,10,6.2,0.5,3.0,0.7,0.3181818181818181,4,1,1,1.2,0.5,0.5
